gedi	1.0.6a--hdfd78af_1	PASS	
genin2	2.1.6--pyhdfd78af_0	PASS	
genmap	1.3.0--h163da20_4	PASS	
genmod	3.10.2--pyh7e72e81_0	PASS	
genomad	1.12.0--pyhdfd78af_0	PASS	
genomescope2	2.1.0--py313r44hdfd78af_0	PASS	
geofetch	0.12.11--pyhdfd78af_0	PASS	
getorganelle	1.7.7.1--pyhdfd78af_0	PASS	
gfaffix	0.2.2--hb05d258_0	PASS	
gfastats	1.3.11--h1e84f2d_0	PASS	
gfatools	0.5.5--h0cbc5ad_0	PASS	
gffcompare	0.12.10--h163da20_0	PASS	
gffread	0.12.7--h1e84f2d_6	PASS	
gget	0.29.0--pyhdfd78af_0	PASS	
goatools	1.2.3--pyh7cba7a3_2	PASS	
goleft	0.2.6--h8865c2f_1	PASS	
grabix	0.1.8--h1e84f2d_12	PASS	
graphtyper	2.7.7--h49ede26_1	PASS	
gridss	2.13.2--h0b41a95_6	PASS	
grimer	1.1.0--pyhdfd78af_0	PASS	
gsea	4.3.2--hdfd78af_0	PASS	
gtdbtk	2.5.2--pyh1f0d9b5_0	PASS	
gtfsort	0.2.4--heafea3b_0	PASS	
gubbins	3.4.3--py310h1f8e937_1	PASS	
gunc	1.1.1--pyhdfd78af_0	PASS	
hamronization	1.2.1--pyhdfd78af_0	PASS	
haplocheck	1.3.3--h2a3209d_2	PASS	
haplogrep3	3.2.2--hdfd78af_1	PASS	
hicap	1.0.4--pyhdfd78af_2	PASS	
hicexplorer	3.7.6--pyhdfd78af_0	PASS	
hifiasm	0.25.0--h0aa3852_0	PASS	
hisat2	2.2.2--h80f0ee0_0	PASS	
hmtnote	0.7.2--pyhdfd78af_1	PASS	
homer	5.1--pl5321h1b9dc22_1	PASS	
hostile	2.0.2--pyhdfd78af_0	PASS	
htseq	2.1.2--py313h5c29864_2	PASS	
humann	3.9--py312hdfd78af_0	PASS	
hypo	1.0.3--h1cdfba5_3	PASS	
idemux	0.1.6--pyhdfd78af_0	PASS	
idr	2.0.4.2--py39h8a409c4_12	PASS	
igv	2.19.8--h33ea123_0	PASS	
iqtree	3.1.2--h2705416_0	PASS	
irescue	1.2.0--pyhdfd78af_0	PASS	
islandpath	1.0.6--hdfd78af_0	PASS	
ismapper	2.0.2--pyhdfd78af_1	PASS	
ivar	1.4.4--h1e84f2d_0	PASS	
jvarkit	2024.08.25--hdfd78af_2	PASS	
kaiju	1.10.1--h0aa3852_3	PASS	
kallisto	0.51.1--h215a090_2	PASS	
khmer	3.0.0a3--py311h67431bb_8	PASS	
kma	1.6.11--he84ed4f_0	PASS	
kmcp	0.9.4--h23ed54d_1	PASS	
kmergenie	1.7051--py27r40h1e84f2d_11	PASS	
kraken2	2.1.3--pl5321h1e84f2d_4	PASS	
krakenuniq	1.0.4--pl5321h1268609_4	PASS	
last	1651--hba0d0ff_0	PASS	
learnmsa	2.0.16--pyhdfd78af_0	PASS	
leviosam2	0.5.0--h163da20_1	PASS	
liftoff	1.6.3--pyhdfd78af_0	PASS	
lofreq	2.1.5--py312h134d72b_15	PASS	
longphase	2.0.2--h02b7777_0	PASS	
longstitch	1.0.5--hdfd78af_2	PASS	
macs2	2.2.9.1--py311he810f1b_5	PASS	
macs3	3.0.4--py313hf237484_0	PASS	
macse	2.07--hdfd78af_0	PASS	
macsyfinder	2.1.6--pyhdfd78af_0	PASS	
mafft	7.525--h8a409c4_1	PASS	
mageck	0.5.9.5--py312h42fd94b_8	PASS	
mapad	0.45.0--h0ab2542_1	PASS	
mapdamage2	2.2.3--py312h821f18e_0	PASS	
mash	2.3--heca2785_10	PASS	
mashmap	3.1.3--pl5321hdf7b3cb_2	PASS	
mashtree	1.4.6--pl5321hdba15ac_4	PASS	
maxquant	2.0.3.0--py310hdfd78af_0	PASS	
mcroni	1.0.4--pyh5e36f6f_0	PASS	
mdust	2006.10.17--h661a7b0_7	PASS	
medaka	2.2.2--py312hd37d28c_0	PASS	
megahit	1.2.9--h3f0cd99_8	PASS	
melon	0.2.5--pyhdfd78af_0	PASS	
memote	0.17.0--pyhdfd78af_0	PASS	
merfin	1.1--h4ba1498_0	PASS	
metabat2	2.17--h3b906d2_1	PASS	
metabuli	1.2.0--pl5321hd0c913a_0	PASS	
metacache	2.5.0--h1e84f2d_0	PASS	
metaeuk	6.a5d39d9--pl5321h76f4f2e_4	PASS	
metaphlan	4.1.0--pyhca03a8a_0	PASS	
methurator	2.1.1--pyhdfd78af_0	PASS	
mgikit	2.1.1--hab7b2bf_0	PASS	
mifaser	1.64--pyh106432d_0	PASS	
minia	3.2.6--h87f936d_6	PASS	
miniasm	0.3--h0cbc5ad_5	PASS	
minimac4	4.1.6--h3413df4_2	PASS	
minimap2	2.28--h0cbc5ad_4	PASS	
miniprot	0.18--h0cbc5ad_0	PASS	
miranda	3.3a--h661a7b0_9	PASS	
mirtrace	1.0.1--hdfd78af_1	PASS	
mlst	2.33.1--hdfd78af_0	PASS	
mosdepth	0.3.10--h7991e5a_1	PASS	
motus	4.0.4--pyhdfd78af_0	PASS	
msisensor	0.5--h54ec578_7	PASS	
msisensor-pro	1.3.0--h61043a5_1	PASS	
mtnucratio	0.7.1--hdfd78af_0	PASS	
multiqc	1.21--pyhdfd78af_0	PASS	
multivcfanalyzer	0.89.0--hdfd78af_0	PASS	
mummer	3.23--pl5321h80f0ee0_21	PASS	
muscle	5.3--h163da20_3	PASS	
mygene	3.2.2--pyh5e36f6f_0	PASS	
myloasm	0.5.1--h6789a04_1	PASS	
nail	0.5.0--hba26009_0	PASS	
nanocomp	1.25.6--pyhdfd78af_0	PASS	
nanofilt	2.8.0--py_0	PASS	
nanolyse	1.2.0--py_0	PASS	
nanomonsv	0.9.0--pyhdfd78af_0	PASS	
nanoplot	1.46.1--pyhdfd78af_0	PASS	
nanopolish	0.14.0--h0aa3852_6	PASS	
nanoq	0.10.0--h3af2550_4	PASS	
nextclade	3.21.2--h23ed54d_0	PASS	
ngmaster	2.0.0--pyhdfd78af_0	PASS	
nonpareil	3.5.5--r44h1e84f2d_2	PASS	
octopusv	0.3.3--pyhdfd78af_0	PASS	
odgi	0.9.4--h1e84f2d_0	PASS	
opt	0.0.1--pyhdfd78af_0	PASS	
optitype	1.5.0--pyhdfd78af_0	PASS	
orfipy	0.0.4--py312h42fd94b_5	PASS	
pairix	0.3.9--py312h821f18e_0	PASS	
pairtools	1.1.3--py312hf52ee45_0	PASS	
panacus	0.4.2--h389c417_0	PASS	
pangolin	4.4--pyhdfd78af_1	PASS	
paraclu	10--h1e84f2d_6	PASS	
pasty	2.2.1--hdfd78af_0	PASS	
pbptyper	2.0.0--hdfd78af_0	PASS	
pcne	3.3.1--hdfd78af_0	PASS	
pear	0.9.11--h36408cf_0	PASS	
peddy	0.4.8--pyh5e36f6f_0	PASS	
perbase	1.4.0--h2b90a6b_0	PASS	
percolator	3.7.1--h0ab4d64_2	PASS	
perl	5.26.2--hb9de7d4_1008	PASS	
pharokka	1.10.0--pyhdfd78af_0	PASS	
phispy	5.0.10--py313h1984961_0	PASS	
picard	3.4.0--hdfd78af_0	PASS	
pigz	2.8--h1abf092_2	PASS	
pilon	1.24--hdfd78af_0	PASS	
pindel	0.2.5b9--h1e84f2d_12	PASS	
piscem	0.23.0--h09c244b_0	PASS	
plink	1.90b7.7--h0bcb338_1	PASS	
plotsr	1.1.1--pyh7cba7a3_0	PASS	
pmdtools	0.60--hdfd78af_5	PASS	
polypolish	0.6.1--hab7b2bf_0	PASS	
popscle	0.1--hfd3d8ae_1	PASS	
porechop	0.2.4--py312h42fd94b_9	PASS	
porechop_abi	0.5.0post1--py312h645634a_0	PASS	
portcullis	1.2.4--py313h79e472c_5	PASS	
preseq	3.2.0--h7f4e536_6	PASS	
president	0.6.8--pyhdfd78af_0	PASS	
presto	0.7.9--pyhdfd78af_0	PASS	
pridepy	0.0.16--pyhdfd78af_0	PASS	
prodigal	2.6.3--h0cbc5ad_11	PASS	
prokka	1.15.6--pl5321hdfd78af_0	PASS	
proovframe	0.9.7--hdfd78af_1	PASS	
proteinortho	6.3.6--ha69ce42_0	PASS	
pureclip	1.3.1--r44h23ed54d_2	PASS	
pychopper	2.7.10--pyhdfd78af_0	PASS	
pydamage	1.0--pyhdfd78af_0	PASS	
pypgx	0.26.0--pyh7e72e81_0	PASS	
pypolca	0.4.0--pyhdfd78af_0	PASS	
pyrodigal	3.7.1--py313h7ebdf71_1	PASS	
python	3.10.4--h5016f1d_0_cpython	PASS	
qcat	1.1.0--pyh864c0ab_1	PASS	
qcatch	0.2.12--pyhdfd78af_0	PASS	
qualimap	2.3--hdfd78af_0	PASS	
quast	5.3.0--py313pl5321h0aa3852_2	PASS	
racon	1.5.0--h1e84f2d_8	PASS	
ragtag	2.1.0--pyhdfd78af_2	PASS	
rapidnj	2.3.3--h4ba1498_0	PASS	
rastair	2.1.1--he23d54a_0	PASS	
rasusa	4.1.0--hb05d258_0	PASS	
rattle	1.0--h0aa3852_0	PASS	
raxml-ng	2.0.2--h6e375b3_0	PASS	
regtools	1.0.0--h1e84f2d_5	PASS	
resfinder	4.7.2--pyhdfd78af_0	PASS	
rgi	6.0.8--pyh05cac1d_0	PASS	
rhocall	0.5.1--py312h187bc89_5	PASS	
ribodetector	0.3.3--pyhdfd78af_0	PASS	
ribotish	0.2.8--pyhdfd78af_0	PASS	
ribotricer	1.5.0--pyhdfd78af_0	PASS	
riker	0.2.0--h2013a2e_0	PASS	
rpbp	4.0.1--py313haca9121_1	PASS	
rseqc	5.0.4--pyhdfd78af_1	PASS	
rustqc	0.2.1--h23ed54d_0	PASS	
salmon	1.10.3--h6e0737c_5	PASS	
sam2lca	1.1.4--pyhdfd78af_1	PASS	
sambamba	1.0.1--h631fa95_4	PASS	
samblaster	0.1.26--h163da20_7	PASS	
samclip	0.4.0--hdfd78af_1	PASS	
samshee	0.2.14--pyhdfd78af_0	PASS	
samtools	1.21--h0b41a95_1	PASS	
savana	1.3.7--pyhdfd78af_0	PASS	
scanpy	1.12.4--pyhd8ed1ab_1	PASS	
segul	0.23.2--h3af2550_0	PASS	
sentieon	202503.03--h9a91658_0	PASS	
seqfu	1.26.0--h0bbf5d2_0	PASS	
seqkit	2.11.0--h8865c2f_0	PASS	
seqtk	1.4--h0cbc5ad_3	PASS	
sequali	1.0.2--py313h7ebdf71_1	PASS	
seqwish	0.7.11--h0aa3852_1	PASS	
severus	1.7--pyhdfd78af_0	PASS	
sexdeterrmine	1.1.2--hdfd78af_1	PASS	
sgdemux	1.2.0--hab7b2bf_4	PASS	
shigatyper	2.0.5--pyhdfd78af_0	PASS	
shigeifinder	1.3.5--pyhdfd78af_0	PASS	
sickle	0.7.0--pyh9f0ad1d_0	PASS	
simpleaf	0.25.0--h6789a04_0	PASS	
ska	1.0--h1e84f2d_7	PASS	
skani	0.3.2--h60bb4c3_0	PASS	
skesa	2.5.1--h1e84f2d_3	PASS	
smoothxg	0.8.2--h3cbedc2_1	PASS	
snakemake	9.22.0--hdfd78af_0	PASS	
sniffles	2.8.0--pyhdfd78af_0	PASS	
somalier	0.3.2--hed5566f_0	PASS	
sortmerna	4.3.7--h7021222_1	PASS	
sourcepredict	0.5.1--pyhdfd78af_0	PASS	
sourmash	4.9.4--hdfd78af_0	PASS	
spatyper	0.3.3--pyhdfd78af_3	PASS	
spring	1.1.1--h78569d1_3	PASS	
stainwarpy	0.2.4--pyhdfd78af_0	PASS	
staphscan	0.3.1--pyhdfd78af_0	PASS	
staramr	0.12.2--pyhdfd78af_0	PASS	
stecfinder	1.1.2--pyhdfd78af_0	PASS	
stranger	0.10.2--pyhdfd78af_0	PASS	
stringtie	2.2.1--hf1d9491_6	PASS	
strobealign	0.17.0--h0aa3852_0	PASS	
svaba	1.2.0--h11fa803_1	PASS	
svdb	2.10.2--py313h1a40087_0	PASS	
svim	2.0.0--pyhdfd78af_0	PASS	
sylph	0.7.0--h415ceb9_2	PASS	
sylph-tax	1.2.0--pyhdfd78af_0	PASS	
syri	1.7.1--py311h271088c_1	PASS	
tabix	1.11--hdfd78af_0	PASS	
tagbam	0.1.0--hab7b2bf_0	PASS	
taxonkit	0.20.0--h23ed54d_1	PASS	
taxpasta	0.7.0--pyhdfd78af_1	PASS	
td2	1.1.0--pyhdfd78af_0	PASS	
tesorter	1.5.1--pyhdfd78af_0	PASS	
tiddit	3.6.1--py312h29e8720_2	PASS	
tidk	0.2.65--h30f2c0e_0	PASS	
tmb	1.6.0--pyhdfd78af_1	PASS	
topas	1.0.1--hdfd78af_1	PASS	
toulligqc	2.8.4--pyhdfd78af_1	PASS	
traitar	3.0.1--pyhdfd78af_1	PASS	
trimal	1.5.1--h163da20_0	PASS	
trimmomatic	0.39--hdfd78af_2	PASS	
trust4	1.1.10--hba0d0ff_0	PASS	
truvari	5.4.0--pyhdfd78af_0	PASS	
trycycler	0.5.6--pyhdfd78af_0	PASS	
ultra	1.2.1--h163da20_0	PASS	
ultraplex	1.2.10--py39hd1b7a2b_0	PASS	
umicollapse	1.1.0--hdfd78af_0	PASS	
umitools	0.3.4--py_2	PASS	
unicycler	0.5.1--py312hc072545_5	PASS	
upd	0.1.1--pyhdfd78af_0	PASS	
varscan	2.4.6--hdfd78af_0	PASS	
vcf2cytosure	0.10.0--pyh106432d_0	PASS	
vcfanno	0.3.8--h434876b_0	PASS	
vcfexpress	0.3.4--hab7b2bf_0	PASS	
vcftools	0.1.16--pl5321h1e84f2d_12	PASS	
vclust	1.3.1--py312h42fd94b_1	PASS	
vembrane	2.6.0--pyhdfd78af_0	PASS	
vg	1.73.0--h23ed54d_0	PASS	
viennarna	2.7.2--py313pl5321h303c5bc_1	PASS	
virusrecom	1.4.0--pyhdfd78af_0	PASS	
vrhyme	1.1.0--pyhdfd78af_1	PASS	
vsearch	2.31.0--hd0c913a_0	PASS	
wfmash	0.24.2--h545c2f8_1	PASS	
wgsim	1.0--h0cbc5ad_10	PASS	
whatshap	2.8--py312h42fd94b_0	PASS	
wipertools	1.1.5--pyhdfd78af_0	PASS	
wisecondorx	1.3.2--pyhdfd78af_0	PASS	
xengsort	2.2.1--pyhdfd78af_0	PASS	
yahs	1.2.2--h0cbc5ad_1	PASS	
yak	0.1--h0cbc5ad_6	PASS	
